shipment_id,period,period_idx,batch_id,plant_id,carrier_id,mode,customer_id,customer_region,qty_t,on_time_in_full,freight_cost,disruption_flag,cs_active
SHP-002272,2025-11,13,BAT-002927,PLT-05,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-01,EMEA,22.19,1,2112.31,0,0
SHP-002273,2025-06,8,BAT-001873,PLT-03,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-10,APAC,29.09,1,2235.95,0,0
SHP-002274,2026-08,22,BAT-004901,PLT-03,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-04,EMEA,37.76,1,5247.81,0,1
SHP-002275,2025-03,5,BAT-001296,PLT-01,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-05,LATAM,19.41,1,2716.31,0,0
SHP-002276,2025-06,8,BAT-001920,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-15,EMEA,60.79,1,6115.24,0,0
SHP-002277,2025-02,4,BAT-001019,PLT-06,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-14,APAC,33.03,1,2692.68,0,0
SHP-002278,2026-02,16,BAT-003601,PLT-05,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-14,APAC,59.61,0,7357.09,0,0
SHP-002279,2024-11,1,BAT-000285,PLT-05,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-07,APAC,17.75,1,1445.35,0,0
SHP-002280,2026-08,22,BAT-004881,PLT-04,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-02,AMER,40.37,1,4358.59,0,1
SHP-002281,2025-12,14,BAT-003262,PLT-03,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-01,EMEA,49.19,1,4896.26,0,0
SHP-002282,2024-10,0,BAT-000124,PLT-06,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-10,APAC,24.05,1,2150.16,0,0
SHP-002283,2026-09,23,BAT-005260,PLT-01,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-07,APAC,34.16,1,2662.93,0,1
SHP-002284,2025-10,12,BAT-002816,PLT-02,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-09,AMER,24.57,1,1869.9,0,0
SHP-002285,2025-02,4,BAT-000922,PLT-02,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-14,APAC,46.48,1,4655.21,0,0
SHP-002286,2026-04,18,BAT-004108,PLT-05,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-01,EMEA,8.53,1,500.37,0,1
SHP-002287,2025-01,3,BAT-000863,PLT-06,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-01,EMEA,20.72,1,1511.39,0,0
SHP-002288,2026-05,19,BAT-004187,PLT-01,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-01,EMEA,37.13,1,4125.59,0,1
SHP-002289,2026-04,18,BAT-004013,PLT-05,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-04,EMEA,2.34,1,140.57,0,1
SHP-002290,2024-12,2,BAT-000547,PLT-06,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-11,EMEA,82.05,1,5576.06,0,0
SHP-002291,2025-08,10,BAT-002323,PLT-03,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-13,AMER,60.8,1,6870.89,0,0
SHP-002292,2026-03,17,BAT-003786,PLT-04,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-05,LATAM,24.02,1,1735.39,0,0
SHP-002293,2026-06,20,BAT-004441,PLT-02,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-05,LATAM,67.28,1,4164.98,0,1
SHP-002294,2025-05,7,BAT-001749,PLT-02,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-04,EMEA,33.67,1,3987.53,0,0
SHP-002295,2026-05,19,BAT-004270,PLT-03,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-08,EMEA,1.3,1,180.25,0,1
SHP-002296,2026-04,18,BAT-004056,PLT-02,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-09,AMER,16.07,1,1313.75,0,1
SHP-002297,2025-02,4,BAT-000898,PLT-04,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-15,EMEA,29.69,1,3727.68,0,0
SHP-002298,2025-04,6,BAT-001510,PLT-01,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-01,EMEA,19.49,1,1257.66,0,0
SHP-002299,2025-07,9,BAT-002027,PLT-02,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-06,AMER,100.25,1,13919.39,0,0
SHP-002300,2026-07,21,BAT-004709,PLT-01,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-06,AMER,43.96,1,6315.97,0,1
SHP-002301,2025-08,10,BAT-002404,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-09,AMER,15.72,1,1621.05,0,0
SHP-002302,2026-07,21,BAT-004838,PLT-05,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-04,EMEA,21.36,1,1241.84,0,1
SHP-002303,2025-04,6,BAT-001531,PLT-02,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-01,EMEA,83.97,1,6492.92,0,0
SHP-002304,2024-12,2,BAT-000643,PLT-04,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-01,EMEA,42.75,1,5532.36,0,0
SHP-002305,2025-05,7,BAT-001624,PLT-06,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-15,EMEA,20.93,1,2871.71,0,0
SHP-002306,2026-07,21,BAT-004735,PLT-01,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-09,AMER,1.54,1,140.14,0,1
SHP-002307,2026-04,18,BAT-003983,PLT-01,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-04,EMEA,70.49,1,6163.05,0,1
SHP-002308,2025-10,12,BAT-002732,PLT-03,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-02,AMER,29.01,1,3460.14,0,0
SHP-002309,2025-06,8,BAT-001768,PLT-02,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-04,EMEA,45.43,1,5162.79,0,0
SHP-002310,2026-09,23,BAT-005219,PLT-03,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-06,AMER,18.22,1,2496.87,0,1
SHP-002311,2026-02,16,BAT-003591,PLT-04,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-02,AMER,55.61,1,8048.3,0,0
SHP-002312,2026-07,21,BAT-004813,PLT-04,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-02,AMER,27.43,1,1708.58,0,1
SHP-002313,2025-02,4,BAT-001084,PLT-05,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-10,APAC,17.54,0,1889.71,0,0
SHP-002314,2025-06,8,BAT-001784,PLT-03,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-04,EMEA,23.05,1,2252.49,0,0
SHP-002315,2025-12,14,BAT-003086,PLT-04,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-06,AMER,20.74,1,2071.67,0,0
SHP-002316,2025-09,11,BAT-002598,PLT-03,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-03,APAC,28.12,1,2085.42,0,0
SHP-002317,2025-11,13,BAT-002985,PLT-01,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-13,AMER,51.35,1,3881.5,0,0
SHP-002318,2025-11,13,BAT-003019,PLT-05,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-05,LATAM,28.94,1,1699.53,0,0
SHP-002319,2024-10,0,BAT-000004,PLT-01,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-06,AMER,34.24,1,4938.26,0,0
SHP-002320,2025-04,6,BAT-001489,PLT-03,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-11,EMEA,10.09,1,756.9,0,0
SHP-002321,2025-10,12,BAT-002663,PLT-03,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-02,AMER,25.31,1,1972.19,0,0
SHP-002322,2024-11,1,BAT-000317,PLT-06,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-09,AMER,49.5,1,5851.6,0,0
SHP-002323,2025-10,12,BAT-002642,PLT-05,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-03,APAC,29.54,1,4030.39,0,0
SHP-002324,2026-04,18,BAT-004011,PLT-06,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-10,APAC,37.75,1,3587.3,0,1
SHP-002325,2025-02,4,BAT-001047,PLT-06,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-06,AMER,46.02,1,5519.11,0,0
SHP-002326,2024-12,2,BAT-000595,PLT-04,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-14,APAC,34.55,1,4185.7,0,0
SHP-002327,2025-06,8,BAT-001771,PLT-01,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-15,EMEA,40.4,1,4671.45,0,0
SHP-002328,2024-12,2,BAT-000549,PLT-04,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-01,EMEA,20.02,1,2592.3,0,0
SHP-002329,2026-02,16,BAT-003684,PLT-01,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-03,APAC,37.85,1,2300.02,0,0
SHP-002330,2025-11,13,BAT-002995,PLT-05,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-15,EMEA,40.44,1,3453.78,0,0
SHP-002331,2026-02,16,BAT-003662,PLT-05,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-01,EMEA,23.29,1,2814.01,0,0
SHP-002332,2026-02,16,BAT-003547,PLT-02,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-02,AMER,59.73,1,8370.65,0,0
SHP-002333,2025-03,5,BAT-001300,PLT-01,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-07,APAC,72.91,1,6885.49,0,0
SHP-002334,2024-11,1,BAT-000265,PLT-01,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-03,APAC,51.97,1,4807.92,0,0
SHP-002335,2026-06,20,BAT-004539,PLT-04,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-12,LATAM,78.26,1,7765.0,0,1
SHP-002336,2025-06,8,BAT-001794,PLT-04,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-03,APAC,18.1,1,1805.41,0,0
SHP-002337,2025-09,11,BAT-002460,PLT-05,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-02,AMER,42.34,1,3937.05,0,0
SHP-002338,2024-11,1,BAT-000315,PLT-01,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-07,APAC,40.97,1,3989.28,0,0
SHP-002339,2026-06,20,BAT-004495,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-03,APAC,27.56,1,3774.24,0,1
SHP-002340,2026-01,15,BAT-003460,PLT-06,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-12,LATAM,27.54,1,3950.27,0,0
SHP-002341,2026-03,17,BAT-003845,PLT-06,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-15,EMEA,15.22,0,1608.38,0,0
SHP-002342,2025-02,4,BAT-000991,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-06,AMER,39.88,1,5099.58,0,0
SHP-002343,2025-01,3,BAT-000758,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-10,APAC,2.25,1,165.54,0,0
SHP-002344,2026-06,20,BAT-004485,PLT-06,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-13,AMER,37.25,1,2964.92,0,1
SHP-002345,2026-08,22,BAT-005004,PLT-04,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-08,EMEA,75.28,1,9206.81,0,1
SHP-002346,2026-09,23,BAT-005278,PLT-02,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-07,APAC,51.07,1,3205.59,0,1
SHP-002347,2025-05,7,BAT-001677,PLT-01,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-08,EMEA,56.19,1,6893.6,0,0
SHP-002348,2025-03,5,BAT-001232,PLT-03,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-07,APAC,11.39,1,1270.37,0,0
SHP-002349,2026-04,18,BAT-004064,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-15,EMEA,20.38,1,2933.45,0,1
SHP-002350,2025-11,13,BAT-002936,PLT-04,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-10,APAC,46.25,1,6504.02,0,0
SHP-002351,2025-09,11,BAT-002570,PLT-01,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-11,EMEA,33.92,1,2230.27,0,0
SHP-002352,2025-08,10,BAT-002273,PLT-01,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-03,APAC,65.47,0,4572.83,0,0
SHP-002353,2025-02,4,BAT-001006,PLT-01,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-01,EMEA,40.93,1,4031.03,0,0
SHP-002354,2025-04,6,BAT-001324,PLT-01,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-07,APAC,30.95,1,3157.19,0,0
SHP-002355,2025-02,4,BAT-000888,PLT-06,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-11,EMEA,69.36,1,8442.15,0,0
SHP-002356,2025-08,10,BAT-002296,PLT-06,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-12,LATAM,67.73,1,8124.45,0,0
SHP-002357,2024-11,1,BAT-000246,PLT-06,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-09,AMER,52.87,0,6556.23,0,0
SHP-002358,2025-06,8,BAT-001839,PLT-03,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-07,APAC,2.32,1,224.05,0,0
SHP-002359,2025-07,9,BAT-002012,PLT-06,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-07,APAC,20.92,1,2472.04,0,0
SHP-002360,2025-11,13,BAT-002975,PLT-01,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-13,AMER,23.8,1,2527.18,0,0
SHP-002361,2024-11,1,BAT-000412,PLT-01,CAR-04,"<bound method Series.mode of carrier_id                CAR-04
carrier_name    RailChem Freight
mode                        Rail
base_otif                   0.93
Name: 3, dtype: object>",CUS-11,EMEA,84.93,1,11420.14,0,0
SHP-002362,2026-05,19,BAT-004338,PLT-05,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-03,APAC,36.33,1,3825.62,0,1
SHP-002363,2026-01,15,BAT-003469,PLT-05,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-11,EMEA,23.73,1,2953.28,0,0
SHP-002364,2025-09,11,BAT-002556,PLT-06,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-07,APAC,34.8,1,4545.24,0,0
SHP-002365,2025-04,6,BAT-001478,PLT-03,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-04,EMEA,41.73,1,2763.31,0,0
SHP-002366,2026-04,18,BAT-003974,PLT-01,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-01,EMEA,58.09,1,3621.03,0,1
SHP-002367,2025-09,11,BAT-002599,PLT-06,CAR-01,"<bound method Series.mode of carrier_id                    CAR-01
carrier_name    GlobalTank Logistics
mode                     Bulk Liquid
base_otif                       0.94
Name: 0, dtype: object>",CUS-07,APAC,84.16,1,9854.84,0,0
SHP-002368,2026-03,17,BAT-003795,PLT-06,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-09,AMER,51.4,1,4023.58,0,0
SHP-002369,2025-08,10,BAT-002333,PLT-02,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-03,APAC,28.12,1,3575.84,0,0
SHP-002370,2026-09,23,BAT-005259,PLT-03,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-06,AMER,56.94,1,5796.87,0,1
SHP-002371,2025-02,4,BAT-001029,PLT-01,CAR-05,"<bound method Series.mode of carrier_id               CAR-05
carrier_name    AirExpress Spec
mode                        Air
base_otif                  0.96
Name: 4, dtype: object>",CUS-14,APAC,55.32,1,4720.51,0,0
SHP-002372,2026-06,20,BAT-004480,PLT-05,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-15,EMEA,21.62,1,2930.29,0,1
SHP-002373,2025-06,8,BAT-001822,PLT-05,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-13,AMER,28.63,1,2631.29,0,0
SHP-002374,2026-08,22,BAT-005033,PLT-02,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-06,AMER,52.47,1,4930.38,0,1
SHP-002375,2025-05,7,BAT-001712,PLT-03,CAR-02,"<bound method Series.mode of carrier_id                 CAR-02
carrier_name    EuroHaz Transport
mode                  Hazmat Road
base_otif                    0.91
Name: 1, dtype: object>",CUS-14,APAC,2.05,1,263.48,1,0
SHP-002376,2024-12,2,BAT-000491,PLT-05,CAR-03,"<bound method Series.mode of carrier_id               CAR-03
carrier_name    OceanChem Lines
mode                 Ocean Bulk
base_otif                  0.88
Name: 2, dtype: object>",CUS-07,APAC,19.81,0,1400.58,0,0
